Match_ID,Home_team,Away_team,FirstHalf_H,FirstHalf_A,FirstHalf_R,FH_Over_Under_1.5,SecondHalf_H,SecondHalf_A,SecondHalf_R,SH_Over_Under_1.5,Final_H,Final_A,Final_R,F_Over_Under_2.5,Winning_Team,Losing_Team,Payout_Winning Team
403,Tottenham,Southampton,2,0,H,O,0,1,A,U,2,1,H,O,Tottenham,Southampton,1.55
404,Middlesbrough,Manchester United,0,1,A,U,1,2,A,O,1,3,A,O,Manchester United,Middlesbrough,1.5
405,Bournemouth,Swansea,1,0,H,U,1,0,H,U,2,0,H,U,Bournemouth,Swansea,2.05
406,Crystal Palace,Watford,0,0,D,U,1,0,H,U,1,0,H,U,Crystal Palace,Watford,2
407,Everton,Hull City,1,0,H,U,3,0,H,O,4,0,H,O,Everton,Hull City,1.44
408,Stoke City,Chelsea,1,1,D,O,0,1,A,U,1,2,A,O,Chelsea,Stoke City,1.62
409,Sunderland,Burnley,0,0,D,U,0,0,D,U,0,0,D,U,Sunderland / Burnley,Sunderland / Burnley,3.2
410,West Ham,Leicester,1,3,A,O,1,0,H,U,2,3,A,O,Leicester,West Ham,3.5
411,West Brom,Arsenal,1,1,D,O,2,0,H,O,3,1,H,O,West Brom,Arsenal,4.75
412,Liverpool,Burnley,1,1,D,O,1,0,H,U,2,1,H,O,Liverpool,Burnley,1.22
413,Bournemouth,West Ham,1,1,D,O,2,1,H,O,3,2,H,O,Bournemouth,West Ham,2.38
414,Everton,West Brom,2,0,H,O,1,0,H,U,3,0,H,O,Everton,West Brom,1.67
415,Hull City,Swansea,0,0,D,U,2,1,H,O,2,1,H,O,Hull City,Swansea,2.3
416,Manchester City,Stoke City,0,0,D,U,0,0,D,U,0,0,D,U,Manchester City / Stoke City,Manchester City / Stoke City,5.5
417,West Ham,Chelsea,0,1,A,U,1,1,D,O,1,2,A,O,Chelsea,West Ham,1.62
418,Sunderland,Manchester City,0,1,A,U,0,1,A,U,0,2,A,U,Manchester City,Sunderland,1.25
419,Tottenham,Everton,1,0,H,U,2,2,D,O,3,2,H,O,Tottenham,Everton,1.67
420,Liverpool,Arsenal,2,0,H,O,1,1,D,O,3,1,H,O,Liverpool,Arsenal,2.1
421,Leicester,Hull City,1,1,D,O,2,0,H,O,3,1,H,O,Leicester,Hull City,2
422,Stoke City,Middlesbrough,2,0,H,O,0,0,D,U,2,0,H,U,Stoke City,Middlesbrough,1.95
423,Swansea,Burnley,1,1,D,O,2,1,H,O,3,2,H,O,Swansea,Burnley,1.95
424,Watford,Southampton,1,2,A,O,2,2,D,O,3,4,A,O,Southampton,Watford,2.2
425,West Brom,Crystal Palace,0,0,D,U,0,2,A,O,0,2,A,U,Crystal Palace,West Brom,3.4
426,Manchester United,Bournemouth,1,1,D,O,0,0,D,U,1,1,D,U,Manchester United / Bournemouth,Manchester United / Bournemouth,6
427,Leicester,Liverpool,2,0,H,O,1,1,D,O,3,1,H,O,Leicester,Liverpool,4.75
428,Tottenham,Stoke City,4,0,H,O,0,0,D,U,4,0,H,O,Tottenham,Stoke City,1.36
429,Watford,West Ham,1,0,H,U,0,1,A,U,1,1,D,U,Watford / West Ham,Watford / West Ham,3.2
430,Chelsea,Swansea,1,1,D,O,2,0,H,O,3,1,H,O,Chelsea,Swansea,1.2
431,Crystal Palace,Middlesbrough,1,0,H,U,0,0,D,U,1,0,H,U,Crystal Palace,Middlesbrough,2
432,Everton,Sunderland,1,0,H,U,1,0,H,U,2,0,H,U,Everton,Sunderland,1.4
433,Hull City,Burnley,0,0,D,U,1,1,D,O,1,1,D,U,Hull City / Burnley,Hull City / Burnley,3.25
434,West Brom,Bournemouth,2,1,H,O,0,0,D,U,2,1,H,O,West Brom,Bournemouth,1.95
435,Bournemouth,Manchester City,0,1,A,U,0,1,A,U,0,2,A,U,Manchester City,Bournemouth,1.57
436,Swansea,Leicester,2,0,H,O,0,0,D,U,2,0,H,U,Swansea,Leicester,2.55
437,Burnley,Chelsea,1,1,D,O,0,0,D,U,1,1,D,U,Burnley / Chelsea,Burnley / Chelsea,4.5
438,Liverpool,Tottenham,2,0,H,O,0,0,D,U,2,0,H,U,Liverpool,Tottenham,2
439,Manchester United,Watford,1,0,H,U,1,0,H,U,2,0,H,U,Manchester United,Watford,1.22
440,Middlesbrough,Everton,0,0,D,U,0,0,D,U,0,0,D,U,Middlesbrough / Everton,Middlesbrough / Everton,3.3
441,Stoke City,Crystal Palace,0,0,D,U,1,0,H,U,1,0,H,U,Stoke City,Crystal Palace,1.8
442,Sunderland,Southampton,0,2,A,O,0,2,A,O,0,4,A,O,Southampton,Sunderland,2
443,West Ham,West Brom,0,1,A,U,2,1,H,O,2,2,D,O,West Ham / West Brom,West Ham / West Brom,3.4
444,Arsenal,Hull City,1,0,H,U,1,0,H,U,2,0,H,U,Arsenal,Hull City,1.18
445,Leicester,Manchester United,0,2,A,O,0,1,A,U,0,3,A,O,Manchester United,Leicester,1.65
446,Manchester City,Swansea,1,0,H,U,1,1,D,O,2,1,H,O,Manchester City,Swansea,1.18
447,Tottenham,Middlesbrough,0,0,D,U,1,0,H,U,1,0,H,U,Tottenham,Middlesbrough,1.2
448,Crystal Palace,Sunderland,0,4,A,O,0,0,D,U,0,4,A,O,Sunderland,Crystal Palace,5
449,Everton,Bournemouth,3,0,H,O,3,3,D,O,6,3,H,O,Everton,Bournemouth,1.65
450,Hull City,Liverpool,1,0,H,U,1,0,H,U,2,0,H,U,Hull City,Liverpool,8
451,Southampton,West Ham,1,2,A,O,0,1,A,U,1,3,A,O,West Ham,Southampton,5
452,Watford,Burnley,2,0,H,O,0,1,A,U,2,1,H,O,Watford,Burnley,2.1
453,West Brom,Stoke City,1,0,H,U,0,0,D,U,1,0,H,U,West Brom,Stoke City,2.15
454,Chelsea,Arsenal,1,0,H,U,2,1,H,O,3,1,H,O,Chelsea,Arsenal,2
455,Manchester United,Hull City,0,0,D,U,0,0,D,U,0,0,D,U,Manchester United / Hull City,Manchester United / Hull City,7
456,Stoke City,Everton,1,1,D,O,0,0,D,U,1,1,D,U,Stoke City / Everton,Stoke City / Everton,3.4
457,West Ham,Manchester City,0,3,A,O,0,1,A,U,0,4,A,O,Manchester City,West Ham,1.57
458,Liverpool,Chelsea,0,1,A,U,1,0,H,U,1,1,D,U,Liverpool / Chelsea,Liverpool / Chelsea,3.4
459,Arsenal,Watford,0,2,A,O,1,0,H,U,1,2,A,O,Watford,Arsenal,13
460,Bournemouth,Crystal Palace,0,0,D,U,0,2,A,O,0,2,A,U,Crystal Palace,Bournemouth,3.6
461,Burnley,Leicester,0,0,D,U,1,0,H,U,1,0,H,U,Burnley,Leicester,2.7
462,Middlesbrough,West Brom,1,1,D,O,0,0,D,U,1,1,D,U,Middlesbrough / West Brom,Middlesbrough / West Brom,3.4
463,Sunderland,Tottenham,0,0,D,U,0,0,D,U,0,0,D,U,Sunderland / Tottenham,Sunderland / Tottenham,4.5
464,Swansea,Southampton,1,0,H,U,1,1,D,O,2,1,H,O,Swansea,Southampton,3.75
465,Chelsea,Hull City,1,0,H,U,1,0,H,U,2,0,H,U,Chelsea,Hull City,1.17
466,Arsenal,Burnley,0,0,D,U,2,1,H,O,2,1,H,O,Arsenal,Burnley,1.18
467,Southampton,Leicester,2,0,H,O,1,0,H,U,3,0,H,O,Southampton,Leicester,1.91
468,Manchester City,Tottenham,0,0,D,U,2,2,D,O,2,2,D,O,Manchester City / Tottenham,Manchester City / Tottenham,3.6
469,Bournemouth,Watford,0,1,A,U,2,1,H,O,2,2,D,O,Bournemouth / Watford,Bournemouth / Watford,3.6
470,Crystal Palace,Everton,0,0,D,U,0,1,A,U,0,1,A,U,Everton,Crystal Palace,2.38
471,Middlesbrough,West Ham,1,2,A,O,0,1,A,U,1,3,A,O,West Ham,Middlesbrough,2.88
472,Stoke City,Manchester United,1,0,H,U,0,1,A,U,1,1,D,U,Stoke City / Manchester United,Stoke City / Manchester United,3.75
473,West Brom,Sunderland,2,0,H,O,0,0,D,U,2,0,H,U,West Brom,Sunderland,1.91
474,Liverpool,Swansea,0,0,D,U,2,3,A,O,2,3,A,O,Swansea,Liverpool,13
475,Manchester United,Liverpool,0,1,A,U,1,0,H,U,1,1,D,U,Manchester United / Liverpool,Manchester United / Liverpool,3.4
476,Everton,Manchester City,1,0,H,U,3,0,H,O,4,0,H,O,Everton,Manchester City,5
477,Leicester,Chelsea,0,1,A,U,0,2,A,O,0,3,A,O,Chelsea,Leicester,1.53
478,Burnley,Southampton,0,0,D,U,1,0,H,U,1,0,H,U,Burnley,Southampton,3.25
479,Hull City,Bournemouth,1,1,D,O,2,0,H,O,3,1,H,O,Hull City,Bournemouth,2.75
480,Sunderland,Stoke City,1,3,A,O,0,0,D,U,1,3,A,O,Stoke City,Sunderland,2.63
481,Swansea,Arsenal,0,1,A,U,0,3,A,O,0,4,A,O,Arsenal,Swansea,1.4
482,Watford,Middlesbrough,0,0,D,U,0,0,D,U,0,0,D,U,Watford / Middlesbrough,Watford / Middlesbrough,3.4
483,West Ham,Crystal Palace,0,0,D,U,3,0,H,O,3,0,H,O,West Ham,Crystal Palace,2.15
484,Tottenham,West Brom,2,0,H,O,2,0,H,O,4,0,H,O,Tottenham,West Brom,1.33
485,Tottenham,Chelsea,1,0,H,U,1,0,H,U,2,0,H,U,Tottenham,Chelsea,2.75
486,Crystal Palace,Swansea,0,1,A,U,1,1,D,O,1,2,A,O,Swansea,Crystal Palace,4.5
487,Stoke City,Watford,1,0,H,U,1,0,H,U,2,0,H,U,Stoke City,Watford,1.95
488,Bournemouth,Arsenal,2,0,H,O,1,3,A,O,3,3,D,O,Bournemouth / Arsenal,Bournemouth / Arsenal,3.5
489,West Ham,Manchester United,0,0,D,U,0,2,A,O,0,2,A,U,Manchester United,West Ham,1.7
490,Everton,Southampton,0,0,D,U,3,0,H,O,3,0,H,O,Everton,Southampton,2.05
491,Manchester City,Burnley,0,0,D,U,2,1,H,O,2,1,H,O,Manchester City,Burnley,1.14
492,Sunderland,Liverpool,1,1,D,O,1,1,D,O,2,2,D,O,Sunderland / Liverpool,Sunderland / Liverpool,4.5
493,West Brom,Hull City,0,1,A,U,3,0,H,O,3,1,H,O,West Brom,Hull City,1.8
494,Middlesbrough,Leicester,0,0,D,U,0,0,D,U,0,0,D,U,Middlesbrough / Leicester,Middlesbrough / Leicester,3.1
495,Arsenal,Crystal Palace,1,0,H,U,1,0,H,U,2,0,H,U,Arsenal,Crystal Palace,1.29
496,Watford,Tottenham,0,3,A,O,1,1,D,O,1,4,A,O,Tottenham,Watford,1.73
497,Liverpool,Manchester City,1,0,H,U,0,0,D,U,1,0,H,U,Liverpool,Manchester City,2.25
498,Burnley,Sunderland,1,0,H,U,3,1,H,O,4,1,H,O,Burnley,Sunderland,2.2
499,Chelsea,Stoke City,1,0,H,U,3,2,H,O,4,2,H,O,Chelsea,Stoke City,1.25
500,Leicester,West Ham,1,0,H,U,0,0,D,U,1,0,H,U,Leicester,West Ham,2.05
501,Manchester United,Middlesbrough,0,0,D,U,2,1,H,O,2,1,H,O,Manchester United,Middlesbrough,1.25
502,Southampton,West Brom,1,1,D,O,0,1,A,U,1,2,A,O,West Brom,Southampton,4.75
503,Swansea,Bournemouth,0,2,A,O,0,1,A,U,0,3,A,O,Bournemouth,Swansea,2.8
504,Hull City,Everton,1,1,D,O,1,1,D,O,2,2,D,O,Hull City / Everton,Hull City / Everton,3.5
505,Southampton,Tottenham,1,1,D,O,0,3,A,O,1,4,A,O,Tottenham,Southampton,2.3
506,Liverpool,Stoke City,2,1,H,O,2,0,H,O,4,1,H,O,Liverpool,Stoke City,1.25
507,Hull City,Manchester City,0,0,D,U,0,3,A,O,0,3,A,O,Manchester City,Hull City,1.33
508,Arsenal,West Brom,0,0,D,U,1,0,H,U,1,0,H,U,Arsenal,West Brom,1.25
509,Burnley,Middlesbrough,0,0,D,U,1,0,H,U,1,0,H,U,Burnley,Middlesbrough,2.38
510,Chelsea,Bournemouth,1,0,H,U,2,0,H,O,3,0,H,O,Chelsea,Bournemouth,1.25
511,Leicester,Everton,0,0,D,U,0,2,A,O,0,2,A,U,Everton,Leicester,3.3
512,Manchester United,Sunderland,1,0,H,U,2,1,H,O,3,1,H,O,Manchester United,Sunderland,1.2
513,Swansea,West Ham,0,1,A,U,1,3,A,O,1,4,A,O,West Ham,Swansea,3.1
514,Watford,Crystal Palace,0,1,A,U,1,0,H,U,1,1,D,U,Watford / Crystal Palace,Watford / Crystal Palace,3.4
515,Everton,Liverpool,0,0,D,U,0,1,A,U,0,1,A,U,Liverpool,Everton,1.91
516,Manchester City,Arsenal,0,1,A,U,2,0,H,O,2,1,H,O,Manchester City,Arsenal,2
517,Tottenham,Burnley,1,1,D,O,1,0,H,U,2,1,H,O,Tottenham,Burnley,1.18
518,Bournemouth,Southampton,1,1,D,O,0,2,A,O,1,3,A,O,Southampton,Bournemouth,2.3
519,West Brom,Manchester United,0,1,A,U,0,1,A,U,0,2,A,U,Manchester United,West Brom,1.65
520,Middlesbrough,Swansea,2,0,H,O,1,0,H,U,3,0,H,O,Middlesbrough,Swansea,2
521,Stoke City,Leicester,2,0,H,O,0,2,A,O,2,2,D,O,Stoke City / Leicester,Stoke City / Leicester,3.2
522,Sunderland,Watford,0,0,D,U,1,0,H,U,1,0,H,U,Sunderland,Watford,2.38
523,West Ham,Hull City,0,0,D,U,1,0,H,U,1,0,H,U,West Ham,Hull City,1.57
524,Crystal Palace,Chelsea,0,1,A,U,0,0,D,U,0,1,A,U,Chelsea,Crystal Palace,1.5
525,Crystal Palace,Manchester United,0,1,A,U,1,1,D,O,1,2,A,O,Manchester United,Crystal Palace,1.75
526,Manchester City,Watford,1,0,H,U,1,0,H,U,2,0,H,U,Manchester City,Watford,1.25
527,Stoke City,Southampton,0,0,D,U,0,0,D,U,0,0,D,U,Stoke City / Southampton,Stoke City / Southampton,3.2
528,Tottenham,Hull City,1,0,H,U,2,0,H,O,3,0,H,O,Tottenham,Hull City,1.25
529,West Brom,Swansea,0,0,D,U,3,1,H,O,3,1,H,O,West Brom,Swansea,1.91
530,Middlesbrough,Liverpool,0,1,A,U,0,2,A,O,0,3,A,O,Liverpool,Middlesbrough,1.62
531,Sunderland,Chelsea,0,1,A,U,0,0,D,U,0,1,A,U,Chelsea,Sunderland,1.5
532,West Ham,Burnley,1,0,H,U,0,0,D,U,1,0,H,U,West Ham,Burnley,1.62
533,Bournemouth,Leicester,1,0,H,U,0,0,D,U,1,0,H,U,Bournemouth,Leicester,2.7
534,Everton,Arsenal,1,1,D,O,1,0,H,U,2,1,H,O,Everton,Arsenal,3.75
535,Liverpool,West Ham,1,2,A,O,1,0,H,U,2,2,D,O,Liverpool / West Ham,Liverpool / West Ham,4.75
536,Manchester United,Tottenham,1,0,H,U,0,0,D,U,1,0,H,U,Manchester United,Tottenham,2
537,Southampton,Middlesbrough,0,0,D,U,1,0,H,U,1,0,H,U,Southampton,Middlesbrough,1.57
538,Chelsea,West Brom,0,0,D,U,1,0,H,U,1,0,H,U,Chelsea,West Brom,1.2
539,Leicester,Manchester City,3,0,H,O,1,2,A,O,4,2,H,O,Leicester,Manchester City,5
540,Arsenal,Stoke City,1,1,D,O,2,0,H,O,3,1,H,O,Arsenal,Stoke City,1.33
541,Burnley,Bournemouth,2,1,H,O,1,1,D,O,3,2,H,O,Burnley,Bournemouth,2.9
542,Hull City,Crystal Palace,1,0,H,U,2,3,A,O,3,3,D,O,Hull City / Crystal Palace,Hull City / Crystal Palace,3.3
543,Swansea,Sunderland,0,0,D,U,3,0,H,O,3,0,H,O,Swansea,Sunderland,2
544,Watford,Everton,1,1,D,O,2,1,H,O,3,2,H,O,Watford,Everton,3
545,Middlesbrough,Hull City,0,0,D,U,1,0,H,U,1,0,H,U,Middlesbrough,Hull City,1.8
546,Everton,Manchester United,0,1,A,U,1,0,H,U,1,1,D,U,Everton / Manchester United,Everton / Manchester United,3.3
547,Bournemouth,Liverpool,0,2,A,O,4,1,H,O,4,3,H,O,Bournemouth,Liverpool,5
548,West Ham,Arsenal,0,1,A,U,1,4,A,O,1,5,A,O,Arsenal,West Ham,1.75
549,Crystal Palace,Southampton,2,0,H,O,1,0,H,U,3,0,H,O,Crystal Palace,Southampton,2.9
550,Stoke City,Burnley,2,0,H,O,0,0,D,U,2,0,H,U,Stoke City,Burnley,1.73
551,Sunderland,Leicester,0,0,D,U,2,1,H,O,2,1,H,O,Sunderland,Leicester,3.2
552,Tottenham,Swansea,2,0,H,O,3,0,H,O,5,0,H,O,Tottenham,Swansea,1.25
553,West Brom,Watford,2,0,H,O,1,1,D,O,3,1,H,O,West Brom,Watford,2.38
554,Manchester City,Chelsea,1,0,H,U,0,3,A,O,1,3,A,O,Chelsea,Manchester City,3.2
